participant,sex,age,relat,income,poli_soc,poli_econ,trust_gen,HH1,HH2,HH3,HH4,HH5,HH6,HH7,HH8,HH9,HH10,AG1,AG2,AG3,AG4,AG5,AG6,AG7,AG8,AG9,AG10,DS1,DS2,DS3,DS4,DS5,DS6,DS7,target_sex,target_category,relate_length,partner_age,partner_proximity,partner_height,partner_weight,partner_attractive,partner_hygiene,comf1,comf2,comf3,comf4,comf5,comf6,comf7,comf8,comf9,comf10,75_109,75_94,75_79,75_64,75_49,75_34,75_19,75_4,75_-11,75_-26,19_28,19_24,19_20,19_16,19_12,19_9,19_5,19_1,19_-3,19_-7,46_67,46_58,46_48,46_39,46_30,46_21,46_12,46_2,46_-7,46_-16,English_exclude
130,2,33,1,10,1,1,8,2,2,2,5,3,2,3,1,4,2,4,5,5,5,3,2,2,2,4,4,5,5,3,6,5,4,7,2,1,12,34,5,7,6,8,8,5,4,7,1,3,2,7,3,7,6,1.55,0,1.15,0,0,0.55,0,0.15,0,-0.45,1.55,0,0,0.95,0.75,0,0,0,0,-0.45,1.55,1.35,0,0.95,0,0.55,0.35,0.15,0,-0.25,0
131,1,57,1,7,1,1,5,2,1,4,4,4,4,4,5,4,2,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,6,5,2,1,13,47,8,6,5,10,10,7,7,7,7,7,7,7,7,7,7,0,1.35,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
132,1,39,2,6,4,4,4,4,2,2,4,4,2,2,4,3,2,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,6,2,1,13,37,8,12,4,11,10,7,7,7,7,7,7,7,7,7,7,0,1.35,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
133,2,28,1,6,2,2,4,3,4,3,4,3,4,3,3,4,5,1,2,1,3,1,3,4,2,2,2,6,6,6,4,6,5,7,2,1,13,29,1,11,14,9,10,7,2,7,1,1,5,7,1,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
134,2,26,1,16,1,1,8,5,4,4,5,5,4,5,5,4,5,3,4,3,5,4,4,2,4,2,4,2,4,1,2,1,1,4,2,1,13,26,3,4,2,8,6,7,6,7,7,6,7,7,6,7,7,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
135,1,30,1,15,3,5,7,2,2,4,4,2,2,4,4,2,2,4,4,3,5,4,5,4,5,3,2,4,5,3,3,4,2,4,2,1,13,28,1,12,8,8,8,6,3,7,3,7,2,7,5,6,5,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
136,2,41,1,7,6,6,11,4,2,3,1,2,5,2,1,4,2,4,2,3,2,4,4,2,5,3,2,5,6,5,5,6,3,6,2,1,8,40,2,11,7,10,9,6,5,5,5,4,3,5,7,4,7,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0,0.15,-0.05,-0.25,0,0,0,0,0.75,0,0.35,0.15,-0.05,-0.25,0
137,1,27,2,10,3,3,8,4,4,2,4,2,4,5,4,4,4,2,2,2,2,4,2,4,4,2,2,6,6,4,5,7,4,7,2,1,6,27,1,10,2,9,10,5,3,6,2,5,6,7,2,3,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
138,1,50,1,12,7,7,8,5,5,5,4,5,5,5,5,1,5,2,4,4,5,4,4,2,5,4,4,6,3,4,2,4,3,6,2,1,7,37,8,8,10,8,11,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0
139,2,49,1,30,2,7,6,3,4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,2,3,4,2,6,6,6,5,5,6,7,2,1,13,51,2,7,6,6,8,2,1,3,1,2,3,2,1,3,3,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,1.55,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0,0.35,0.15,-0.05,-0.25,0
140,1,35,1,12,5,6,9,4,2,4,1,2,4,2,2,4,2,4,2,2,2,4,4,5,4,4,2,5,5,6,6,6,6,5,2,1,7,35,4,8,8,9,10,5,6,6,5,6,6,6,6,5,5,1.55,0,0,0.95,0,0.55,0,0.15,0,-0.45,0,0,0,0,0,0,0.35,0.15,0,-0.45,0,0,0,0,0,0,0,0,0,-0.25,0
141,1,26,1,9,4,4,1,5,5,1,5,4,5,5,5,5,1,5,2,3,3,5,5,4,2,4,4,4,4,4,4,3,7,5,2,1,7,24,2,6,3,8,11,7,1,7,4,5,4,7,7,7,6,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
142,2,32,2,2,2,7,7,3,5,3,4,4,4,3,4,2,5,3,5,3,5,3,5,4,5,4,2,5,3,3,4,5,4,5,2,1,5,41,2,11,3,8,9,3,4,7,3,3,5,7,3,3,3,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0,0.15,-0.05,-0.25,0
143,2,63,1,9,3,3,3,5,5,3,5,5,5,3,5,5,5,3,4,4,5,3,4,4,5,4,5,4,4,3,4,6,6,4,1,2,4,48,2,11,7,6,11,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
144,2,43,1,9,2,2,9,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,7,7,7,7,7,7,2,1,2,13,45,1,8,7,4,10,7,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
145,1,27,1,14,2,4,7,4,2,4,4,4,4,2,3,3,2,2,3,2,4,3,5,3,3,2,2,5,4,4,7,5,5,6,1,2,3,25,6,12,6,8,8,7,2,4,2,2,5,6,3,2,7,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
146,1,38,1,3,1,1,8,5,5,5,3,5,5,5,4,5,5,4,5,4,5,2,2,3,5,2,4,4,4,3,2,4,2,3,1,2,7,26,2,8,10,5,5,4,5,2,1,5,5,2,2,5,5,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,1.55,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0,0.35,0.15,-0.05,-0.25,0
147,1,28,2,10,5,5,5,2,3,3,3,3,3,3,4,3,4,3,4,4,4,4,3,4,3,4,4,4,5,4,4,4,5,6,1,2,7,28,2,16,11,6,9,2,2,3,3,2,4,4,3,3,4,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
148,1,49,2,1,3,5,3,2,5,2,4,2,5,2,2,2,5,4,4,4,4,4,4,4,2,4,4,4,5,3,4,4,3,5,1,2,8,47,3,14,14,4,7,3,3,6,3,4,2,3,3,3,3,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
149,2,38,1,28,1,4,7,1,5,4,4,5,5,5,3,5,5,4,2,2,4,2,2,2,4,2,4,7,7,7,7,7,7,7,1,2,9,39,8,16,14,11,11,7,7,7,7,7,7,7,7,7,7,0,0,1.15,0,0,0.55,0,0,0,-0.25,0,0,1.15,0,0,0.55,0,0,0,-0.25,0,1.35,0,0.95,0,0,0,0.15,0,-0.45,0
150,1,34,2,6,7,5,8,5,5,4,5,5,5,3,5,5,5,5,5,3,5,5,5,4,4,4,5,5,4,4,1,3,2,6,1,2,6,28,4,7,4,5,8,2,3,6,4,3,1,5,6,2,5,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
151,2,54,1,24,4,4,9,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,5,4,5,1,2,7,56,2,15,12,6,10,5,6,6,5,6,4,6,4,6,6,1.55,1.35,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
152,1,49,1,9,4,4,1,2,1,1,4,2,2,5,5,2,1,4,2,2,4,2,4,4,4,3,2,5,4,6,5,4,2,4,1,2,6,35,1,10,5,2,1,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
153,1,30,1,18,4,4,11,5,3,1,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,7,7,4,4,4,4,7,1,2,6,35,2,6,5,6,6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
154,2,41,1,12,1,1,2,4,5,4,5,4,5,5,5,4,5,2,4,2,4,2,5,4,3,4,4,5,4,2,2,3,3,6,1,2,4,45,1,13,9,6,8,1,1,2,1,3,2,4,3,1,2,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0
155,1,42,2,1,1,1,7,4,4,4,4,4,3,2,4,4,2,4,4,4,4,4,4,4,4,3,4,2,2,2,1,2,1,2,1,2,6,37,3,12,7,7,5,2,3,5,2,3,6,4,2,2,5,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0
156,1,31,1,4,1,1,8,2,3,3,4,2,4,2,2,3,1,2,3,2,4,4,3,4,2,3,1,7,4,3,5,3,6,2,1,2,5,28,4,14,5,8,11,6,3,7,4,6,5,7,2,7,6,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
157,2,32,1,5,5,5,9,4,1,4,2,2,1,2,4,2,1,2,2,1,5,4,4,4,4,4,2,6,6,5,6,6,6,6,1,2,5,36,5,13,13,9,11,7,7,7,5,6,6,7,7,7,6,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
158,2,27,1,19,2,2,7,2,4,2,3,4,5,3,3,2,4,3,2,2,3,4,2,4,3,2,4,7,5,6,6,7,7,7,1,2,1,45,2,10,10,6,10,1,1,4,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
159,2,28,1,15,3,6,7,4,2,2,4,4,2,5,4,2,5,5,4,4,5,3,2,3,5,4,5,2,3,2,2,3,3,6,1,2,7,31,8,18,16,6,5,7,6,7,6,5,5,7,7,7,7,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0,0.35,0.15,-0.05,-0.25,0
160,2,49,1,15,3,4,5,4,4,4,4,4,4,4,5,4,4,1,4,4,5,2,4,4,4,4,4,4,5,5,4,5,6,7,1,2,13,45,1,12,10,7,8,2,1,3,2,1,3,2,1,2,3,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
161,2,51,1,15,3,5,9,3,4,2,4,2,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,4,1,2,13,38,6,10,13,4,7,2,5,3,3,3,3,2,3,2,3,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
162,1,66,1,30,3,5,9,4,5,4,4,5,5,4,5,5,5,4,4,4,5,4,4,4,5,4,5,3,4,3,6,4,6,6,1,2,5,59,1,12,10,6,10,4,2,5,1,3,1,5,2,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
163,2,26,1,5,6,5,5,5,5,4,4,4,4,2,5,4,5,4,4,2,4,4,4,4,4,2,4,7,5,7,6,7,7,7,1,2,6,30,1,11,7,6,7,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,0,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
164,1,32,2,9,4,4,3,2,4,3,5,2,2,2,4,3,1,3,3,2,5,2,3,4,5,3,4,7,7,6,6,7,4,5,1,2,3,35,2,16,9,6,10,1,1,1,1,7,2,1,1,1,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
165,1,49,1,30,3,5,10,4,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,4,4,6,6,2,5,4,5,6,1,2,4,65,1,12,12,5,9,1,2,3,2,2,4,2,3,1,5,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
166,2,48,1,19,4,5,8,4,5,4,4,4,5,4,4,4,5,4,4,4,4,3,4,2,4,2,4,5,3,4,5,4,4,4,1,2,7,36,2,14,8,8,9,3,3,3,2,3,5,5,4,4,3,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
167,2,40,1,26,3,3,6,2,2,2,2,2,2,2,1,3,2,2,2,2,4,2,4,4,2,2,2,7,6,4,5,5,5,6,1,2,6,36,5,14,11,9,8,6,4,6,3,5,5,5,3,4,4,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
168,2,41,1,30,3,3,4,5,4,4,5,5,5,3,5,5,4,3,2,2,3,3,2,1,3,2,3,6,6,5,5,6,4,6,1,2,13,50,2,10,7,4,11,2,2,4,1,2,1,2,2,1,4,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
169,1,46,1,14,1,2,6,2,2,2,4,2,2,1,3,2,2,2,2,1,3,3,3,2,3,4,2,4,3,3,2,4,3,4,1,2,7,48,1,12,10,7,9,3,1,3,1,2,3,4,2,2,3,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,1.55,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0
170,1,35,2,4,7,7,1,1,1,1,3,1,1,1,1,1,1,3,3,4,4,3,3,3,3,3,4,3,1,1,1,2,1,4,1,2,13,59,2,12,13,6,11,7,7,7,4,7,7,7,7,4,7,1.55,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
171,1,26,1,9,1,1,6,2,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,2,7,7,7,7,7,4,7,1,2,13,55,2,13,8,6,9,1,1,1,1,1,4,4,1,1,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,1.55,0,0,0,0,0.55,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
172,2,31,1,10,6,6,4,2,5,2,4,2,2,2,4,2,4,2,2,4,5,2,2,2,4,2,2,4,6,4,4,4,5,5,1,2,3,55,1,12,10,6,10,1,1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
173,1,22,2,2,4,4,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,1,2,4,1,2,4,3,6,6,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,1
174,2,26,1,13,4,4,9,3,1,4,3,3,4,4,4,4,1,4,4,3,2,5,4,4,2,4,4,4,5,3,4,3,4,4,1,2,13,27,2,10,8,9,11,7,5,7,6,6,4,7,4,7,6,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,1.35,0,0,0,0,0,0,-0.05,-0.25,0
175,1,26,1,5,4,4,8,2,2,4,3,3,2,3,2,4,2,4,4,4,4,2,2,4,4,4,4,6,6,6,6,6,6,6,1,2,4,25,2,8,5,1,6,2,1,1,1,1,4,2,1,1,3,0,0,0,0,0,0.55,0.35,0,-0.05,-0.45,0,0,0,0.95,0.75,0,0,0,-0.05,-0.45,1.55,1.35,1.15,0,0.75,0,0,0.15,-0.05,-0.25,0
176,2,42,1,14,2,3,9,2,2,5,5,4,4,3,4,5,2,4,5,5,5,2,5,2,5,2,4,6,5,5,4,3,6,4,1,2,12,74,3,17,10,7,10,6,1,6,5,1,3,7,6,3,2,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
177,2,47,1,5,3,3,8,3,2,2,4,4,3,2,4,4,4,2,2,2,4,2,3,4,2,4,4,4,6,3,2,4,7,4,1,2,6,65,3,15,9,6,9,1,6,7,1,4,1,7,6,2,6,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.45,0
178,1,31,1,30,2,1,7,4,2,4,4,5,4,3,4,2,3,5,2,2,4,4,2,2,4,2,2,4,3,4,2,2,5,2,1,2,13,31,5,10,7,5,10,7,3,7,2,2,7,7,5,5,6,0,0,0,0.95,0.75,0,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
179,1,28,1,10,1,1,7,4,1,4,5,4,3,5,2,5,3,2,2,1,1,4,4,4,2,5,4,6,3,5,3,3,3,2,1,2,10,27,3,9,22,4,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0.35,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.45,0
180,1,36,1,15,2,3,9,2,4,4,5,4,4,2,5,4,4,2,4,5,5,3,4,4,4,4,2,5,3,2,5,6,1,2,1,2,13,36,1,11,8,8,7,6,6,6,3,4,4,6,5,6,5,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0
181,2,33,1,10,1,3,7,5,3,3,4,4,3,1,3,5,3,4,3,3,4,4,5,3,5,5,5,7,7,7,7,7,5,5,1,2,8,33,8,13,8,9,8,1,1,3,1,1,1,5,1,1,4,0,1.35,0,0,0,0.55,0,0,-0.05,-0.25,0,1.35,0,0,0,0,0,0,-0.05,-0.45,0,0,0,0,0,0,0,0,-0.05,-0.25,0
182,2,28,1,12,1,1,6,1,1,4,3,4,1,2,5,3,1,4,4,4,5,4,4,4,5,4,2,4,1,3,3,2,2,2,1,2,3,31,1,14,12,7,7,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
183,2,39,2,18,2,2,8,2,4,2,4,2,4,2,3,2,5,2,5,2,5,2,4,4,5,4,2,7,5,6,4,5,4,5,1,2,13,50,1,6,5,6,9,1,1,5,1,2,4,1,5,1,3,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
184,2,32,2,6,3,3,3,4,3,3,4,4,3,3,4,5,4,2,4,2,3,4,2,4,3,2,3,5,5,4,3,7,6,6,1,2,4,45,1,9,16,3,6,3,1,5,2,1,4,3,1,2,4,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
185,1,23,2,3,2,2,2,2,1,1,5,2,1,5,5,2,4,4,5,5,5,4,5,5,5,5,4,6,6,4,6,5,3,7,1,2,4,29,4,10,10,1,6,2,1,2,1,2,2,6,1,1,4,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
186,1,29,2,6,4,4,8,5,5,4,5,5,5,5,5,5,5,4,4,2,5,3,4,4,5,5,4,5,3,5,4,6,4,6,1,2,5,25,3,11,7,6,8,1,3,4,1,2,2,4,1,1,2,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
187,1,25,1,3,5,5,7,2,2,4,4,2,3,3,4,2,4,4,4,2,4,4,4,2,4,4,4,5,5,5,5,5,5,6,1,2,8,21,7,5,7,9,11,5,6,5,3,6,5,5,6,4,5,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
188,1,27,1,16,3,5,7,2,1,2,5,2,2,2,4,2,1,3,4,5,5,4,5,5,4,4,4,5,4,2,6,3,5,6,1,2,13,27,3,14,12,4,6,4,6,2,1,3,3,5,1,3,6,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
189,1,28,1,18,1,1,6,3,1,3,3,4,3,5,3,1,5,3,5,5,5,3,3,3,3,4,4,4,4,4,5,5,4,5,1,2,7,29,4,16,15,6,6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.45,0
190,1,33,2,12,2,7,8,2,2,1,5,2,3,1,3,2,2,3,5,5,4,4,5,4,3,5,4,7,2,3,5,4,6,4,1,2,4,31,2,17,12,7,8,2,3,2,2,3,4,3,1,3,4,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
191,2,29,1,10,1,2,5,2,3,4,2,4,3,2,4,2,4,2,2,4,2,2,2,2,2,2,2,3,4,2,3,3,6,4,1,2,6,30,2,14,8,9,6,4,4,6,3,2,2,3,1,5,2,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
192,1,32,2,1,4,4,1,4,2,4,3,4,3,4,3,4,2,2,2,2,2,2,2,2,2,2,2,4,7,4,4,7,4,7,1,2,13,47,1,17,22,6,6,1,1,4,4,1,4,4,1,1,4,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
193,1,27,1,12,3,4,8,2,2,2,3,4,4,2,2,2,4,4,2,4,4,4,4,4,2,2,4,4,4,4,3,4,3,3,1,2,3,29,2,15,15,6,8,4,3,3,1,2,2,5,2,5,4,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0
194,2,41,1,8,4,4,3,2,5,3,4,2,4,2,4,4,5,4,4,4,4,4,2,4,4,4,4,4,3,1,2,3,3,4,1,2,3,45,4,9,7,9,9,6,3,5,2,5,4,6,3,6,5,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.45,0
195,1,34,1,28,3,6,8,2,2,2,4,2,2,2,3,3,4,3,4,4,4,3,4,4,5,4,4,6,4,4,6,7,5,6,1,2,5,37,1,11,14,2,9,4,3,6,1,1,5,3,5,3,4,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
196,2,43,1,15,2,3,5,3,2,2,2,4,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,6,5,4,5,6,7,5,1,2,13,41,1,18,16,8,10,6,6,6,4,4,6,6,3,6,5,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0,0.35,0.15,-0.05,-0.25,0
